parent_taxon_id,taxon_id,rank_level,leaf_class_id,name
,-1,70,1021,background
,1,70,,Animalia
1,47120,60,,Arthropoda
47120,372739,57,,Hexapoda
372739,47158,50,,Insecta
47158,184884,47,,Pterygota
184884,47208,40,,Coleoptera
47208,71130,37,,Polyphaga
71130,372870,35,,Staphyliniformia
372870,48311,33,,Staphylinoidea
48311,53849,30,,Silphidae
53849,204079,27,,Nicrophorinae
204079,53850,20,,Nicrophorus
53850,147457,10,0,Nicrophorus tomentosus
53850,84437,10,315,Nicrophorus orbicollis
53849,503862,27,,Silphinae
503862,81747,20,,Necrophila
81747,81746,10,678,Necrophila americana
48311,47951,30,,Staphylinidae
47951,359911,27,,Staphylininae
359911,359910,25,,Staphylinini
359910,373906,24,,Staphylinina
373906,53870,20,,Ocypus
53870,1270925,15,,Ocypus
1270925,53869,10,612,Ocypus olens
71130,372852,35,,Cucujiformia
372852,176269,33,,Chrysomeloidea
176269,51146,30,,Chrysomelidae
51146,245843,27,,Galerucinae
245843,373841,25,,Luperini
373841,461899,24,,Diabroticina
461899,154288,20,,Acalymma
154288,154287,10,3,Acalymma vittatum
461899,55488,20,,Diabrotica
55488,55487,10,778,Diabrotica undecimpunctata
55487,201568,5,635,Diabrotica undecimpunctata undecimpunctata
51146,154472,27,,Chrysomelinae
154472,1162208,25,,Doryphorini
1162208,335544,24,,Doryphorina
335544,82583,20,,Labidomera
82583,82582,10,75,Labidomera clivicollis
335544,84189,20,,Leptinotarsa
84189,84778,10,381,Leptinotarsa decemlineata
1162208,373854,24,,Chrysolinina
373854,61902,20,,Chrysolina
61902,962548,15,,Chrysolina
962548,318965,10,948,Chrysolina bankii
154472,791508,25,,Gonioctenini
791508,373895,24,,Paropsina
373895,208609,20,,Trachymela
208609,208608,10,797,Trachymela sloanei
51146,52064,27,,Cassidinae
52064,373656,25,,Cassidini
373656,132212,20,,Deloyala
132212,132210,10,122,Deloyala guttata
373656,253113,20,,Helocassis
253113,310171,10,454,Helocassis clavata
51146,357454,27,,Eumolpinae
357454,468345,25,,Eumolpini
468345,84163,20,,Chrysochus
84163,84162,10,279,Chrysochus auratus
84163,119881,10,815,Chrysochus cobaltinus
372852,963992,33,,Cerambycoidea
963992,47961,30,,Cerambycidae
47961,50265,27,,Lamiinae
50265,503968,25,,Lamiini
503968,82044,20,,Monochamus
82044,740173,15,,Monochamus
740173,82043,10,14,Monochamus scutellatus
503968,205778,20,,Plectrodera
205778,205777,10,101,Plectrodera scalator
50265,528867,25,,Tetraopini
528867,81549,20,,Tetraopes
81549,118559,10,503,Tetraopes tetrophthalmus
47961,321450,27,,Lepturinae
321450,373727,25,,Lepturini
373727,131863,20,,Typocerus
131863,131862,10,84,Typocerus velutinus
373727,62320,20,,Rutpela
62320,62321,10,637,Rutpela maculata
373727,332244,20,,Lepturobosca
332244,332243,10,994,Lepturobosca chrysocoma
47961,319102,27,,Prioninae
319102,528665,25,,Prionini
528665,143663,20,,Orthosoma
143663,143662,10,225,Orthosoma brunneum
528665,59893,20,,Prionus
59893,739037,15,,Prionus
739037,59892,10,817,Prionus californicus
319102,528667,25,,Meroscelisini
528667,377802,20,,Prionoplus
377802,395569,10,295,Prionoplus reticularis
319102,1168176,25,,Mallodonini
1168176,252109,20,,Mallodon
252109,269875,10,686,Mallodon dasystomus
47961,321500,27,,Cerambycinae
321500,339436,25,,Clytini
339436,83803,20,,Megacyllene
83803,83802,10,237,Megacyllene robiniae
372852,471714,33,,Coccinelloidea
471714,48486,30,,Coccinellidae
48486,333790,27,,Coccinellinae
333790,373697,25,,Epilachnini
373697,154560,20,,Epilachna
154560,319695,10,21,Epilachna mexicana
333790,333796,25,,Coccinellini
333796,61533,20,,Propylea
61533,61532,10,62,Propylea quatuordecimpunctata
333796,52507,20,,Adalia
52507,52506,10,104,Adalia bipunctata
333796,51703,20,,Coccinella
51703,205977,10,133,Coccinella undecimpunctata
51703,51702,10,320,Coccinella septempunctata
51703,128712,10,725,Coccinella californica
333796,55490,20,,Cycloneda
55490,124431,10,186,Cycloneda sanguinea
55490,55489,10,779,Cycloneda munda
55490,55492,10,780,Cycloneda polita
333796,126268,20,,Coleomegilla
126268,126267,10,436,Coleomegilla maculata
333796,176546,20,,Olla
176546,313246,10,452,Olla v-nigrum
333796,48988,20,,Hippodamia
48988,143034,10,483,Hippodamia variegata
48988,48987,10,999,Hippodamia convergens
333796,54467,20,,Psyllobora
54467,118967,10,549,Psyllobora vigintimaculata
333796,48487,20,,Harmonia
48487,48484,10,925,Harmonia axyridis
48486,354547,27,,Chilocorinae
354547,373659,25,,Chilocorini
373659,244626,20,,Halmus
244626,244625,10,907,Halmus chalybeus
372852,47593,33,,Tenebrionoidea
47593,47592,30,,Zopheridae
47592,245900,27,,Zopherinae
245900,520329,25,,Zopherini
520329,126466,20,,Zopherus
126466,126476,10,,Zopherus nodulosus
126476,205055,5,27,Zopherus nodulosus haldemani
520329,47591,20,,Phloeodes
47591,47590,10,820,Phloeodes diabolicus
372852,60473,33,,Curculionoidea
60473,48736,30,,Curculionidae
48736,203294,27,,Entiminae
203294,373747,25,,Naupactini
373747,251805,20,,Pantomorus
251805,318474,10,189,Pantomorus cervinus
203294,518281,25,,Polydrusini
518281,212047,20,,Polydrusus
212047,823503,15,,Eudipnus
823503,494559,10,393,Polydrusus formosus
203294,373838,25,,Otiorhynchini
373838,176197,20,,Otiorhynchus
176197,226718,10,696,Otiorhynchus sulcatus
48736,367389,27,,Dryophthorinae
367389,508027,25,,Rhynchophorini
508027,1100886,24,,Sphenophorina
1100886,251862,20,,Cactophagus
251862,269359,10,892,Cactophagus spinolae
372852,55050,33,,Cleroidea
55050,55051,30,,Cleridae
55051,373395,27,,Clerinae
373395,55049,20,,Trichodes
55049,61157,10,197,Trichodes ornatus
372852,48485,33,,Cucujoidea
48485,82103,30,,Erotylidae
82103,373425,27,,Erotylinae
373425,736774,25,,Erotylini
736774,1095699,20,,Cypherotylus
1095699,1095700,10,795,Cypherotylus californicus
71130,702480,35,,Scarabaeiformia
702480,48202,33,,Scarabaeoidea
48202,48201,30,,Scarabaeidae
48201,127588,27,,Cetoniinae
127588,244822,25,,Gymnetini
244822,57666,20,,Cotinis
57666,57665,10,34,Cotinis mutabilis
57666,118538,10,930,Cotinis nitida
127588,245840,25,,Cetoniini
245840,909579,24,,Cetoniina
909579,53341,20,,Euphoria
53341,319724,10,175,Euphoria kernii
53341,301557,10,822,Euphoria basalis
909579,52404,20,,Cetonia
52404,948593,15,,Cetonia
948593,52402,10,411,Cetonia aurata
245840,1008821,24,,Leucocelina
1008821,68329,20,,Oxythyrea
68329,1130193,15,,Oxythyrea
1130193,68328,10,368,Oxythyrea funesta
127588,499918,25,,Trichiini
499918,797203,24,,Trichiina
797203,84028,20,,Trigonopeltastes
84028,84027,10,1002,Trigonopeltastes delta
48201,136361,27,,Dynastinae
136361,424298,25,,Oryctini
424298,82775,20,,Oryctes
82775,1393195,15,,Oryctes
1393195,82774,10,90,Oryctes nasicornis
424298,196310,20,,Strategus
196310,199942,10,428,Strategus aloeus
136361,424299,25,,Dynastini
424299,83805,20,,Dynastes
83805,1502723,15,,Dynastes
1502723,83804,10,238,Dynastes tityus
48201,48857,27,,Rutelinae
48857,425997,25,,Anomalini
425997,1260627,24,,Popilliina
1260627,67761,20,,Popillia
67761,67760,10,277,Popillia japonica
425997,359402,20,,Exomala
359402,359401,10,884,Exomala orientalis
48857,520047,25,,Rutelini
520047,944022,24,,Pelidnotina
944022,48850,20,,Pelidnota
48850,48259,10,922,Pelidnota punctata
48201,48200,27,,Melolonthinae
48200,347605,25,,Melolonthini
347605,84572,20,,Polyphylla
84572,84612,10,343,Polyphylla decemlineata
48201,125819,27,,Scarabaeinae
125819,520046,25,,Phanaeini
520046,83930,20,,Phanaeus
83930,83929,10,1020,Phanaeus vindex
48202,49083,30,,Lucanidae
49083,373469,27,,Lucaninae
373469,794938,25,,Lucanini
794938,88026,20,,Dorcus
88026,794883,15,,Dorcus
794883,123920,10,109,Dorcus parallelipipedus
794938,60813,20,,Lucanus
60813,1107301,15,,Lucanus
1107301,61749,10,570,Lucanus cervus
60813,61746,15,,Pseudolucanus
61746,60812,10,572,Lucanus capreolus
48202,84443,30,,Passalidae
84443,564948,27,,Passalinae
564948,773548,25,,Proculini
773548,122924,20,,Odontotaenius
122924,122214,10,926,Odontotaenius disjunctus
71130,372854,35,,Elateriformia
372854,47207,33,,Elateroidea
47207,49360,30,,Lycidae
49360,529311,27,,Lycinae
529311,529312,25,,Calopterini
529312,84614,20,,Calopteron
84614,132719,10,201,Calopteron reticulatum
47207,52932,30,,Cantharidae
52932,529316,27,,Chauliognathinae
529316,529318,25,,Chauliognathini
529318,52933,20,,Chauliognathus
52933,84040,10,264,Chauliognathus marginatus
52933,216649,10,464,Chauliognathus pensylvanicus
52932,460758,27,,Cantharinae
460758,529314,25,,Cantharini
529314,62463,20,,Rhagonycha
62463,62456,10,652,Rhagonycha fulva
47207,47731,30,,Lampyridae
47731,460312,27,,Lampyrinae
460312,567583,25,,Photinini
567583,125629,20,,Ellychnia
125629,125627,10,571,Ellychnia corrusca
567583,47730,20,,Photinus
47730,129350,10,799,Photinus pyralis
47207,53248,30,,Elateridae
53248,425228,27,,Agrypninae
425228,373595,25,,Hemirhipini
373595,81707,20,,Alaus
81707,81706,10,988,Alaus oculatus
372854,54965,33,,Buprestoidea
54965,54964,30,,Buprestidae
54964,471331,27,,Buprestinae
471331,510087,25,,Buprestini
510087,87131,20,,Buprestis
87131,541021,15,,Cypriacis
541021,215596,10,328,Buprestis aurulenta
54964,510063,27,,Agrilinae
510063,510065,25,,Agrilini
510065,70058,20,,Agrilus
70058,70057,10,588,Agrilus planipennis
71130,372844,35,,Bostrichiformia
372844,47496,33,,Bostrichoidea
47496,81951,30,,Dermestidae
81951,373476,27,,Megatominae
373476,373638,25,,Anthrenini
373638,120114,20,,Anthrenus
120114,415210,15,,Nathrenus
415210,120113,10,987,Anthrenus verbasci
47208,340471,37,,Adephaga
340471,372884,33,,Caraboidea
372884,49567,30,,Carabidae
49567,119895,27,,Cicindelinae
119895,373661,25,,Cicindelini
373661,373919,24,,Cicindelina
373919,49568,20,,Cicindela
49568,736941,15,,Cicindela
736941,49566,10,45,Cicindela sexguttata
736941,82425,10,57,Cicindela repanda
736941,52620,10,449,Cicindela oregona
49568,736865,15,,Cicindelidia
736865,82418,10,56,Cicindela punctulata
119895,421797,25,,Megacephalini
421797,421798,24,,Megacephalina
421798,127968,20,,Tetracha
127968,1029627,15,,Tetracha
1029627,232391,10,391,Tetracha carolina
49567,333554,27,,Carabinae
333554,319773,25,,Carabini
319773,421709,24,,Carabina
421709,82765,20,,Calosoma
82765,827208,15,,Calodrepa
827208,118855,10,527,Calosoma scrutator
421709,56553,20,,Carabus
56553,1005913,15,,Archicarabus
1005913,56552,10,945,Carabus nemoralis
184884,47744,40,,Hemiptera
47744,61267,37,,Heteroptera
61267,372868,35,,Pentatomomorpha
372868,47743,33,,Pentatomoidea
47743,47742,30,,Pentatomidae
47742,51276,27,,Pentatominae
51276,528234,25,,Cappaeini
528234,81924,20,,Halyomorpha
81924,81923,10,1,Halyomorpha halys
51276,194651,25,,Carpocorini
194651,82833,20,,Cosmopepla
82833,82832,10,93,Cosmopepla lintneriana
51276,712842,25,,Nezarini
712842,119607,20,,Chinavia
119607,485010,10,204,Chinavia hilaris
712842,141726,20,,Nezara
141726,141725,10,309,Nezara viridula
712842,62061,20,,Palomena
62061,62060,10,611,Palomena prasina
51276,209686,25,,Pentatomini
209686,51277,20,,Pentatoma
51277,51275,10,265,Pentatoma rufipes
51276,538521,25,,Strachiini
538521,153331,20,,Bagrada
153331,152131,10,607,Bagrada hilaris
538521,56755,20,,Murgantia
56755,56756,10,943,Murgantia histrionica
47742,320840,27,,Podopinae
320840,528235,25,,Graphosomatini
528235,61969,20,,Graphosoma
61969,61968,10,403,Graphosoma lineatum
372868,466233,33,,Lygaeoidea
466233,55558,30,,Lygaeidae
55558,130314,27,,Lygaeinae
130314,55559,20,,Oncopeltus
55559,888839,15,,Oncopeltus
888839,296326,10,174,Oncopeltus sexmaculatus
55559,888838,15,,Erythrischius
888838,55556,10,789,Oncopeltus fasciatus
130314,62046,20,,Lygaeus
62046,141626,10,296,Lygaeus turcicus
62046,1019598,11,,Lygaeus kalmii
1019598,62045,10,609,Lygaeus kalmii
466233,141732,30,,Rhyparochromidae
141732,318457,27,,Rhyparochrominae
318457,362729,25,,Myodochini
362729,142784,20,,Myodocha
142784,142783,10,613,Myodocha serripes
372868,51776,33,,Coreoidea
51776,51777,30,,Coreidae
51777,319231,27,,Coreinae
319231,464228,25,,Anisoscelini
464228,61257,20,,Leptoglossus
61257,1553762,11,,Leptoglossus stigma
1553762,154551,10,196,Leptoglossus zonatus
1553762,133756,10,342,Leptoglossus oppositus
61257,1305786,11,,Leptoglossus clypealis
1305786,67771,10,278,Leptoglossus occidentalis
1305786,154553,10,927,Leptoglossus clypealis
61257,1553759,11,,Leptoglossus phyllopus
1553759,61256,10,598,Leptoglossus phyllopus
319231,510322,25,,Coreini
510322,318567,20,,Coreus
318567,318545,10,338,Coreus marginatus
319231,428812,25,,Nematopodini
428812,428814,20,,Pachylis
428814,1444994,10,371,Pachylis neocalifornicus
428814,428815,10,389,Pachylis gigas
319231,605201,25,,Acanthocephalini
605201,61446,20,,Acanthocephala
61446,84994,10,395,Acanthocephala declivis
61446,61445,10,522,Acanthocephala terminalis
319231,699169,25,,Chelinideini
699169,154268,20,,Chelinidea
154268,216651,10,465,Chelinidea vittiger
319231,874133,25,,Hypselonotini
874133,245886,20,,Hypselonotus
245886,334753,10,873,Hypselonotus punctiventris
51776,53225,30,,Rhopalidae
53225,450173,27,,Serinethinae
450173,53224,20,,Boisea
53224,53226,10,518,Boisea rubrolineata
53224,53227,10,519,Boisea trivittata
450173,127670,20,,Jadera
127670,127669,10,620,Jadera haematoloma
51776,62059,30,,Alydidae
62059,334297,27,,Alydinae
334297,340814,20,,Hyalymenus
340814,1503338,15,,Tivarbus
1503338,340813,10,632,Hyalymenus tarsatus
372868,52983,33,,Pyrrhocoroidea
52983,55612,30,,Pyrrhocoridae
55612,210138,20,,Scantius
210138,209594,10,621,Scantius aegyptius
55612,55613,20,,Pyrrhocoris
55613,55610,10,796,Pyrrhocoris apterus
52983,52984,30,,Largidae
52984,963114,27,,Larginae
963114,963115,25,,Largini
963115,52985,20,,Largus
52985,52986,10,818,Largus californicus
61267,372850,35,,Cimicomorpha
372850,53504,33,,Miroidea
53504,53505,30,,Miridae
53505,334230,27,,Mirinae
334230,366575,25,,Mirini
366575,61886,20,,Lygus
61886,84507,10,324,Lygus lineolaris
366575,126212,20,,Poecilocapsus
126212,126211,10,427,Poecilocapsus lineatus
372850,133754,33,,Reduvioidea
133754,48959,30,,Reduviidae
48959,320199,27,,Harpactorinae
320199,482431,25,,Harpactorini
482431,129424,20,,Zelus
129424,1318475,11,,Longipes
1318475,133826,10,364,Zelus longipes
129424,1318467,11,,Luridus
1318467,129423,10,473,Zelus luridus
129424,1318470,11,,Zelus renardii
1318470,244407,10,841,Zelus renardii
482431,48960,20,,Arilus
48960,48957,10,990,Arilus cristatus
320199,543181,25,,Apiomerini
543181,61491,20,,Apiomerus
61491,202003,10,680,Apiomerus spissipes
61491,244845,10,746,Apiomerus californicus
61267,372861,35,,Gerromorpha
372861,59654,33,,Gerroidea
59654,59653,30,,Gerridae
59653,366568,27,,Gerrinae
366568,936827,25,,Gerrini
936827,59652,20,,Aquarius
59652,1144391,11,,Aquarius remigis
1144391,59651,10,702,Aquarius remigis
47744,125816,37,,Auchenorrhyncha
125816,372860,35,,Fulgoromorpha
372860,52073,33,,Fulgoroidea
52073,52074,30,,Flatidae
52074,474067,27,,Flatinae
474067,1178740,25,,Siphantini
1178740,52072,20,,Siphanta
52072,1449446,11,,Siphanta acuta
1449446,116658,10,250,Siphanta acuta
474067,474068,25,,Nephesini
474068,126210,20,,Metcalfa
126210,126209,10,426,Metcalfa pruinosa
52073,84807,30,,Acanaloniidae
84807,84808,20,,Acanalonia
84808,84806,10,382,Acanalonia conica
52073,153098,30,,Ricaniidae
153098,1163853,27,,Ricaniinae
1163853,340924,20,,Scolypopa
340924,340923,10,645,Scolypopa australis
125816,372849,35,,Cicadomorpha
372849,50190,33,,Cicadoidea
50190,50186,30,,Cicadidae
50186,209685,27,,Cicadinae
209685,605062,25,,Cryptotympanini
605062,605063,24,,Cryptotympanina
605063,751082,20,,Neotibicen
751082,469277,10,291,Neotibicen superbus
50186,361915,27,,Cicadettinae
361915,605045,25,,Lamotialnini
605045,83854,20,,Magicicada
83854,1248681,11,,Magicicada septendecim
1248681,105098,10,838,Magicicada septendecim
361915,556890,25,,Cicadettini
556890,605036,24,,Cicadettina
605036,81882,20,,Amphipsalta
81882,81881,10,1016,Amphipsalta zelandica
372849,56194,33,,Cercopoidea
56194,61863,30,,Cercopidae
61863,787216,27,,Ischnorhininae
787216,787217,25,,Tomaspidini
787217,126292,20,,Prosapia
126292,126291,10,443,Prosapia bicincta
372849,49025,33,,Membracoidea
49025,53237,30,,Cicadellidae
53237,244341,27,,Cicadellinae
244341,153379,25,,Cicadellini
153379,56924,20,,Graphocephala
56924,244339,15,,Hordnia
244339,1064647,10,836,Graphocephala atropunctata
56924,920187,15,,Graphocephala
920187,56925,10,963,Graphocephala coccinea
244341,492220,25,,Proconiini
492220,143192,20,,Homalodisca
143192,199381,10,923,Homalodisca vitripennis
492220,67377,20,,Oncometopia
67377,632967,15,,Oncometopia
632967,133102,10,956,Oncometopia orbona
47744,334037,37,,Sternorrhyncha
334037,901813,35,,Aphidomorpha
901813,61514,33,,Phylloxeroidea
61514,61515,30,,Adelgidae
61515,61516,20,,Adelges
61516,61513,10,528,Adelges tsugae
901813,52380,33,,Aphidoidea
52380,52381,30,,Aphididae
52381,125165,27,,Eriosomatinae
125165,517621,25,,Pemphigini
517621,146710,20,,Grylloprociphilus
146710,146709,10,832,Grylloprociphilus imbricator
52381,194066,27,,Aphidinae
194066,373639,25,,Aphidini
373639,517607,24,,Aphidina
517607,55215,20,,Aphis
55215,71154,10,852,Aphis nerii
184884,47792,40,,Odonata
47792,47927,37,,Anisoptera
47927,1317176,33,,Libelluloidea
1317176,47819,30,,Libellulidae
47819,90130,20,,Nannothemis
90130,106516,10,2,Nannothemis bella
47819,47818,20,,Libellula
47818,57443,10,9,Libellula quadrimaculata
47818,68911,10,434,Libellula needhami
47818,104585,10,630,Libellula semifasciata
47818,104586,10,631,Libellula vibrans
47818,47934,10,650,Libellula luctuosa
47818,81495,10,663,Libellula pulchella
47818,104572,10,771,Libellula comanche
47818,104574,10,772,Libellula croceipennis
47818,104575,10,773,Libellula cyanea
47818,104580,10,774,Libellula incesta
47818,84369,10,811,Libellula forensis
47818,563098,10,813,Libellula depressa
47818,47817,10,844,Libellula saturata
47819,55712,20,,Ladona
55712,57458,10,12,Ladona julia
55712,103927,10,100,Ladona deplanata
47819,51556,20,,Sympetrum
51556,113502,10,79,Sympetrum costiferum
51556,113516,10,126,Sympetrum madidum
51556,113521,10,162,Sympetrum pallipes
51556,51555,10,303,Sympetrum illotum
51556,113514,10,719,Sympetrum internum
51556,68138,10,798,Sympetrum corruptum
51556,55625,10,800,Sympetrum striolatum
51556,68139,10,808,Sympetrum vicinum
51556,113498,10,860,Sympetrum ambiguum
51556,113503,10,861,Sympetrum danae
51556,113507,10,862,Sympetrum fonscolombii
51556,113519,10,867,Sympetrum obtrusum
51556,113525,10,869,Sympetrum sanguineum
51556,113526,10,870,Sympetrum semicinctum
47819,52864,20,,Tramea
52864,68229,10,99,Tramea carolina
52864,52865,10,468,Tramea lacerata
52864,114314,10,742,Tramea onusta
47819,50148,20,,Celithemis
50148,50147,10,103,Celithemis eponina
50148,63160,10,723,Celithemis elisa
50148,96907,10,839,Celithemis fasciata
47819,87959,20,,Diplacodes
87959,99331,10,107,Diplacodes trivialis
47819,50343,20,,Erythrodiplax
50343,50342,10,138,Erythrodiplax umbrata
50343,100391,10,258,Erythrodiplax berenice
50343,100403,10,259,Erythrodiplax minuscula
47819,88069,20,,Dythemis
88069,99641,10,164,Dythemis fugax
88069,99644,10,165,Dythemis nigrescens
88069,99647,10,166,Dythemis velox
47819,68234,20,,Orthemis
68234,107937,10,177,Orthemis discolor
68234,68233,10,347,Orthemis ferruginea
47819,62071,20,,Orthetrum
62071,107974,10,181,Orthetrum sabina
62071,62067,10,482,Orthetrum cancellatum
47819,90633,20,,Paltothemis
90633,108303,10,222,Paltothemis lineatipes
47819,55407,20,,Leucorrhinia
55407,104553,10,289,Leucorrhinia proxima
55407,104548,10,764,Leucorrhinia frigida
55407,104550,10,765,Leucorrhinia hudsonica
55407,104551,10,766,Leucorrhinia intacta
47819,59775,20,,Pachydiplax
59775,59774,10,306,Pachydiplax longipennis
47819,59777,20,,Perithemis
59777,59776,10,307,Perithemis tenera
59777,109161,10,339,Perithemis intensa
47819,68231,20,,Brachymesia
68231,68230,10,345,Brachymesia gravida
68231,95982,10,729,Brachymesia furcata
47819,52056,20,,Crocothemis
52056,52055,10,385,Crocothemis servilia
52056,85030,10,399,Crocothemis erythraea
47819,52585,20,,Pantala
52585,52584,10,445,Pantala hymenaea
52585,108344,10,929,Pantala flavescens
47819,53868,20,,Erythemis
53868,85408,10,450,Erythemis collocata
53868,61495,10,525,Erythemis simplicicollis
53868,53867,10,610,Erythemis plebeja
53868,55260,10,748,Erythemis vesiculosa
47819,91473,20,,Pseudoleon
91473,111055,10,592,Pseudoleon superbus
47819,87080,20,,Brechmorhoga
87080,96036,10,734,Brechmorhoga mendax
47819,89677,20,,Macrodiplax
89677,104993,10,825,Macrodiplax balteata
47819,89908,20,,Micrathyria
89908,105730,10,912,Micrathyria hagenii
47819,84550,20,,Plathemis
84550,84549,10,936,Plathemis lydia
47819,92658,20,,Trithemis
92658,114463,10,984,Trithemis annulata
1317176,61430,30,,Corduliidae
61430,61431,20,,Cordulia
61431,98430,10,15,Cordulia shurtleffii
61430,88028,20,,Dorocordulia
88028,99539,10,147,Dorocordulia libera
61430,88207,20,,Epitheca
88207,100210,10,241,Epitheca canis
88207,100215,10,242,Epitheca princeps
1317176,67722,30,,Macromiidae
67722,87941,20,,Didymops
87941,99283,10,102,Didymops transversa
67722,67729,20,,Macromia
67729,105034,10,828,Macromia illinoiensis
67729,105049,10,829,Macromia taeniolata
47927,1317177,33,,Cordulegastroidea
1317177,57448,30,,Cordulegastridae
57448,57449,20,,Cordulegaster
57449,98417,10,11,Cordulegaster diastatops
57449,62762,10,974,Cordulegaster dorsalis
47927,1317180,33,,Aeshnoidea
1317180,51469,30,,Aeshnidae
51469,52520,20,,Aeshna
52520,56082,10,71,Aeshna canadensis
52520,67726,10,268,Aeshna palmata
52520,67725,10,280,Aeshna interrupta
52520,93429,10,422,Aeshna constricta
52520,93437,10,424,Aeshna mixta
52520,67727,10,633,Aeshna umbrosa
52520,52519,10,688,Aeshna cyanea
51469,88192,20,,Epiaeschna
88192,100034,10,207,Epiaeschna heros
51469,51468,20,,Anax
51468,67731,10,269,Anax junius
51468,94045,10,830,Anax longipes
51468,94043,10,890,Anax imperator
51469,67735,20,,Rhionaeschna
67735,67737,10,272,Rhionaeschna multicolor
67735,67736,10,640,Rhionaeschna californica
51469,88572,20,,Gomphaeschna
88572,101640,10,430,Gomphaeschna furcillata
51469,86861,20,,Basiaeschna
