parent_taxon_id,taxon_id,rank_level,leaf_class_id,name
122928,124622,20,,Pyralis
124622,199870,10,412,Pyralis farinalis
49683,122933,27,,Galleriinae
122933,122935,25,,Tirathabini
122935,129573,20,,Aphomia
129573,129572,10,906,Aphomia sociella
47157,84429,33,,Drepanoidea
84429,84430,30,,Drepanidae
84430,123020,27,,Thyatirinae
123020,468612,25,,Habrosynini
468612,204700,20,,Pseudothyatira
204700,204699,10,76,Pseudothyatira cymatophoroides
468612,124895,20,,Habrosyne
124895,220826,10,562,Habrosyne scripta
84430,123016,27,,Drepaninae
123016,123018,25,,Drepanini
123018,84431,20,,Drepana
84431,84428,10,314,Drepana arcuata
84430,632582,27,,Oretinae
632582,123019,25,,Oretini
123019,121571,20,,Oreta
121571,121534,10,843,Oreta rosea
47157,55518,33,,Gelechioidea
55518,423543,30,,Depressariidae
423543,355080,27,,Stenomatinae
355080,173115,20,,Antaeotricha
173115,213740,10,80,Antaeotricha schlaegeri
55518,81690,30,,Oecophoridae
81690,205760,27,,Oecophorinae
205760,479704,25,,Oecophorini
479704,174568,20,,Callima
174568,215754,10,666,Callima argenticinctella
47157,52029,33,,Zygaenoidea
52029,84165,30,,Limacodidae
84165,1072427,27,,Limacodinae
1072427,173085,20,,Apoda
173085,1094574,10,105,Apoda y-inversa
1072427,207604,20,,Prolimacodes
207604,207603,10,374,Prolimacodes badia
1072427,177324,20,,Lithacodes
177324,201343,10,614,Lithacodes fasciola
1072427,136550,20,,Euclea
136550,136548,10,691,Euclea delphinii
1072427,177667,20,,Isa
177667,154469,10,863,Isa textula
1072427,181039,20,,Acharia
181039,122228,10,928,Acharia stimulea
52029,84186,30,,Megalopygidae
84186,1043738,27,,Megalopyginae
1043738,84187,20,,Megalopyge
84187,84185,10,282,Megalopyge opercularis
52029,52028,30,,Zygaenidae
52028,124108,27,,Procridinae
124108,846617,25,,Procridini
846617,60756,20,,Pyromorpha
60756,60754,10,442,Pyromorpha dimidiata
846617,126906,20,,Harrisina
126906,126905,10,704,Harrisina americana
47157,47156,33,,Tortricoidea
47156,47155,30,,Tortricidae
47155,124615,27,,Tortricinae
124615,199543,25,,Sparganothini
199543,146798,20,,Platynota
146798,146797,10,142,Platynota idaeusalis
199543,209404,20,,Cenopis
209404,209405,10,600,Cenopis reticulatana
124615,199542,25,,Archipini
199542,132791,20,,Clepsis
132791,132789,10,205,Clepsis peritana
199542,143731,20,,Choristoneura
143731,143728,10,582,Choristoneura rosaceana
47155,124229,27,,Olethreutinae
124229,199554,25,,Grapholitini
199554,47154,20,,Cydia
47154,148907,10,178,Cydia latiferreana
47157,53552,33,,Yponomeutoidea
53552,124078,30,,Attevidae
124078,53554,20,,Atteva
53554,116681,10,253,Atteva aurea
53552,126766,30,,Plutellidae
126766,126767,20,,Plutella
126767,911325,11,,Plutella xylostella-australiana
911325,126765,10,851,Plutella xylostella
47157,122746,33,,Cossoidea
122746,51573,30,,Sesiidae
51573,456401,27,,Sesiinae
456401,456525,25,,Melittiini
456525,1409628,20,,Eichlinia
1409628,1410301,10,284,Eichlinia cucurbitae
122746,122745,30,,Cossidae
122745,371634,27,,Cossinae
371634,126294,20,,Prionoxystus
126294,126293,10,444,Prionoxystus robiniae
47157,82789,33,,Thyridoidea
82789,82790,30,,Thyrididae
82790,548901,27,,Thyridinae
548901,82791,20,,Pseudothyris
82791,82788,10,407,Pseudothyris sepulchralis
47157,47405,33,,Pterophoroidea
47405,47404,30,,Pterophoridae
47404,127452,27,,Pterophorinae
127452,211075,25,,Oidaematophorini
211075,124599,20,,Emmelina
124599,127431,10,590,Emmelina monodactyla
47157,56583,33,,Lasiocampoidea
56583,56584,30,,Lasiocampidae
56584,124919,27,,Lasiocampinae
124919,124717,25,,Gastropachini
124717,91047,20,,Phyllodesma
91047,201281,10,606,Phyllodesma americana
56584,1523519,27,,Malacosominae
1523519,61786,20,,Malacosoma
61786,81663,10,975,Malacosoma disstria
61786,211100,10,997,Malacosoma americana
61786,359294,10,1009,Malacosoma californica
56584,124583,27,,Poecilocampinae
124583,1523495,25,,Macromphaliini
1523495,125031,20,,Tolype
125031,143323,10,986,Tolype velleda
184884,47822,40,,Diptera
47822,48091,37,,Brachycera
48091,372853,35,,Cyclorrhapha
372853,414448,34,,Aschiza
414448,49995,30,,Syrphidae
49995,326181,27,,Eristalinae
326181,488425,25,,Milesiini
488425,520027,24,,Tropidiina
520027,81980,20,,Syritta
81980,81979,10,6,Syritta pipiens
326181,479390,25,,Volucellini
479390,128846,20,,Copestylum
128846,1340369,15,,Phalacromya
1340369,1102259,11,,Copestylum violaceum
1102259,128845,10,738,Copestylum mexicanum
326181,364082,25,,Eristalini
364082,520020,24,,Eristalina
520020,52491,20,,Eristalis
52491,520029,15,,Eristalis
520029,55719,10,814,Eristalis tenax
49995,186841,27,,Syrphinae
186841,121991,25,,Syrphini
121991,70210,20,,Melangyna
70210,1432239,15,,Austrosyrphus
1432239,338505,10,336,Melangyna novaezelandiae
121991,58753,20,,Toxomerus
58753,146632,10,410,Toxomerus politus
58753,126532,10,463,Toxomerus geminatus
58753,126889,10,514,Toxomerus marginatus
121991,52483,20,,Episyrphus
52483,52482,10,456,Episyrphus balteatus
121991,118969,20,,Allograpta
118969,118968,10,550,Allograpta obliqua
121991,366269,20,,Dioprosopa
366269,479803,10,931,Dioprosopa clavata
372853,48089,34,,Schizophora
48089,342767,33.5,,Calyptratae
342767,54992,33,,Muscoidea
54992,68719,30,,Scathophagidae
68719,936733,27,,Scathophaginae
936733,1531252,25,,Scathophagini
1531252,68718,20,,Scathophaga
68718,132718,10,200,Scathophaga stercoraria
54992,70144,30,,Muscidae
70144,622795,27,,Muscinae
622795,645308,25,,Muscini
645308,120157,20,,Musca
120157,120156,10,690,Musca domestica
342767,356157,33,,Oestroidea
356157,61860,30,,Calliphoridae
61860,202179,27,,Luciliinae
202179,1239927,25,,Luciliini
1239927,61858,20,,Lucilia
61858,128824,10,736,Lucilia sericata
356157,51953,30,,Tachinidae
51953,366275,27,,Phasiinae
366275,487989,25,,Gymnosomatini
487989,129353,20,,Trichopoda
129353,545762,15,,Galactomyia
545762,133764,10,872,Trichopoda pennipes
48089,48088,33.5,,Acalyptratae
48088,62006,33,,Tephritoidea
62006,47990,30,,Tephritidae
47990,59586,27,,Tephritinae
59586,546030,25,,Dithrycini
546030,85318,20,,Eurosta
85318,85317,10,440,Eurosta solidaginis
62006,125458,30,,Ulidiidae
125458,528151,27,,Otitinae
528151,528153,25,,Cephaliini
528153,126849,20,,Delphinia
126849,126848,10,512,Delphinia picta
48091,372865,35,,Orthorrhapha
372865,564285,34.5,,Stratiomyomorpha
564285,70127,30,,Stratiomyidae
70127,711638,27,,Hermetiinae
711638,82178,20,,Hermetia
82178,82177,10,28,Hermetia illucens
372865,354603,33,,Asiloidea
354603,121526,30,,Mydidae
121526,553142,27,,Mydinae
553142,556740,25,,Mydini
556740,123517,20,,Mydas
123517,123516,10,73,Mydas clavatus
354603,47982,30,,Asilidae
47982,321481,27,,Stenopogoninae
321481,639478,25,,Enigmomorphini
639478,122547,20,,Microstylum
122547,205623,10,88,Microstylum morosum
47982,326683,27,,Asilinae
326683,639522,25,,Apocleini
639522,55774,20,,Promachus
55774,55773,10,705,Promachus hinei
639522,61636,20,,Mallophora
61636,244378,10,840,Mallophora fautrix
354603,51558,30,,Bombyliidae
51558,415424,27,,Bombyliinae
415424,415425,25,,Bombyliini
415425,51559,20,,Bombylius
51559,1367215,15,,Bombylius
1367215,51557,10,304,Bombylius major
51558,205719,27,,Anthracinae
205719,207767,25,,Anthracini
207767,133800,20,,Xenox
133800,133799,10,355,Xenox tigrinus
205719,129216,25,,Villini
129216,117237,20,,Poecilanthrax
117237,68918,10,435,Poecilanthrax lucifer
129216,203073,20,,Hemipenthes
203073,318497,10,981,Hemipenthes sinuosa
372865,342679,34.5,,Tabanomorpha
342679,47821,30,,Tabanidae
47821,332389,27,,Tabaninae
332389,487467,25,,Tabanini
487467,49704,20,,Tabanus
49704,116680,10,252,Tabanus atratus
342679,60470,30,,Rhagionidae
60470,1363055,27,,Chrysopilinae
1363055,61493,20,,Chrysopilus
61493,61492,10,524,Chrysopilus thoracicus
47822,154259,37,,Nematocera
154259,82156,30,,Ptychopteridae
82156,1349044,27,,Bittacomorphinae
1349044,82157,20,,Bittacomorpha
82157,82155,10,24,Bittacomorpha clavipes
154259,153429,35,,Culicomorpha
153429,513826,33,,Culicoidea
513826,52134,30,,Culicidae
52134,357355,27,,Culicinae
357355,505234,25,,Aedini
505234,62989,20,,Aedes
62989,1112153,15,,Stegomyia
1112153,62984,10,114,Aedes albopictus
154259,179916,35,,Tipulomorpha
179916,51226,33,,Tipuloidea
51226,70402,30,,Pediciidae
70402,548103,27,,Pediciinae
548103,70403,20,,Pedicia
70403,1389248,15,,Pedicia
1389248,199998,10,509,Pedicia albivitta
154259,489328,35,,Bibionomorpha
489328,56097,30,,Bibionidae
56097,1227191,27,,Pleciinae
1227191,127636,20,,Plecia
127636,127635,10,618,Plecia nearctica
489328,493389,33,,Sciaroidea
493389,55699,30,,Cecidomyiidae
55699,322033,27,,Cecidomyiinae
322033,495248,26,,Lasiopteridi
495248,495249,25,,Dasineurini
495249,83463,20,,Rabdophaga
83463,203866,10,899,Rabdophaga strobiloides
154259,774833,35,,Psychodomorpha
774833,52071,30,,Psychodidae
52071,326684,27,,Psychodinae
326684,521655,25,,Paramormiini
521655,247953,20,,Clogmia
247953,258813,10,993,Clogmia albipunctata
184884,47651,40,,Orthoptera
47651,67688,37,,Caelifera
67688,700600,35,,Acrididea
700600,47650,33,,Acridoidea
47650,49817,30,,Romaleidae
49817,320677,27,,Romaleinae
320677,524111,25,,Romaleini
524111,67652,20,,Romalea
67652,1501180,10,8,Romalea eques
67652,466003,10,898,Romalea microptera
524111,122263,20,,Brachystola
122263,122262,10,934,Brachystola magna
47650,47649,30,,Acrididae
47649,437924,27,,Catantopinae
437924,465902,25,,Catantopini
465902,742818,24,,Perbelliina
742818,198924,20,,Phaulacridium
198924,394966,10,210,Phaulacridium marginale
47649,337688,27,,Cyrtacanthacridinae
337688,523283,25,,Cyrtacanthacridini
523283,52159,20,,Schistocerca
52159,1373640,11,,Schistocerca alutacea
1373640,67327,10,219,Schistocerca obscura
52159,1373675,11,,Schistocerca nitens
1373675,52158,10,390,Schistocerca nitens
52159,1373635,11,,Schistocerca americana
1373635,69736,10,536,Schistocerca americana
523283,132893,20,,Anacridium
132893,132892,10,357,Anacridium aegyptium
47649,129164,27,,Oedipodinae
129164,523486,25,,Trimerotropini
523486,51494,20,,Trimerotropis
51494,51493,10,292,Trimerotropis pallidipennis
523486,55002,20,,Dissosteira
55002,126206,10,685,Dissosteira carolina
129164,210441,25,,Chortophagini
210441,126601,20,,Chortophaga
126601,126600,10,735;824,Chortophaga viridifasciata
47649,328102,27,,Melanoplinae
328102,523471,25,,Dactylotini
523471,174022,20,,Dactylotum
174022,179324,10,369,Dactylotum bicolor
328102,205317,20,,Aidemona
205317,205316,10,396,Aidemona azteca
328102,523474,25,,Melanoplini
523474,63523,20,,Melanoplus
63523,1266323,11,,Melanoplus bivittatus
1266323,129305,10,717,Melanoplus bivittatus
63523,63518,10,757,Melanoplus differentialis
47649,244406,27,,Gomphocerinae
244406,523307,25,,Mermiriini
523307,133924,20,,Mermiria
133924,133923,10,380,Mermiria bivittata
244406,523295,25,,Amblytropidiini
523295,129266,20,,Syrbula
129266,129263,10,786,Syrbula admirabilis
47649,367006,27,,Leptysminae
367006,523465,25,,Leptysmini
523465,67665,20,,Leptysma
67665,67663,10,595,Leptysma marginicollis
47651,132694,37,,Ensifera
132694,358855,35,,Gryllidea
358855,50158,33,,Grylloidea
50158,84812,30,,Trigonidiidae
84812,179347,27,,Trigonidiinae
179347,523764,25,,Phylloscyrtini
523764,84404,20,,Phyllopalpus
84404,84403,10,311,Phyllopalpus pulchellus
50158,52884,30,,Gryllidae
52884,122461,27,,Gryllinae
122461,523728,25,,Gryllini
523728,1243611,24,,Brachytrupina
1243611,154342,20,,Gryllodes
154342,154340,10,848,Gryllodes sigillatus
132694,488701,35,,Tettigoniidea
488701,53896,33,,Stenopelmatoidea
53896,85210,30,,Anostostomatidae
85210,706486,27,,Anostostomatinae
706486,1500871,25,,Deinacridini
1500871,85224,20,,Hemideina
85224,85227,10,419,Hemideina crassidens
85224,85221,10,438,Hemideina thoracica
1500871,85240,20,,Deinacrida
85240,85235,10,421,Deinacrida rugosa
53896,53897,30,,Stenopelmatidae
53897,345039,27,,Stenopelmatinae
345039,1228213,25,,Stenopelmatini
1228213,86400,20,616,Ammopelmatus
488701,48125,33,,Tettigonioidea
48125,48124,30,,Tettigoniidae
48124,82546,27,,Tettigoniinae
82546,523104,25,,Tettigoniini
523104,133251,20,,Tettigonia
133251,133250,10,459,Tettigonia viridissima
48124,48132,27,,Pseudophyllinae
48132,523085,26,,Pleminiiti
523085,523110,25,,Pterophyllini
523110,118953,20,,Pterophylla
118953,767667,15,,Pterophylla
767667,118951,10,547,Pterophylla camellifolia
48124,203979,27,,Conocephalinae
203979,325335,25,,Conocephalini
325335,118890,20,,Conocephalus
118890,767528,15,,Anisoptera
767528,118961,10,548,Conocephalus brevipennis
48124,48128,27,,Phaneropterinae
48128,523091,25,,Microcentrini
523091,48131,20,,Microcentrum
48131,84752,10,706,Microcentrum rhombifolium
48128,1563591,25,,Ephippithytini
1563591,210943,20,,Caedicia
210943,210942,10,756,Caedicia simplex
48128,523093,25,,Phaneropterini
523093,48130,20,,Phaneroptera
48130,767486,15,,Phaneroptera
767486,132070,10,823,Phaneroptera nana
48128,523087,25,,Scudderiini
523087,55958,20,,Scudderia
55958,55957,10,1005,Scudderia furcata
184884,47201,40,,Hymenoptera
47201,124417,37,,Apocrita
124417,326777,35,,Aculeata
326777,47222,33,,Apoidea
47222,630955,32,,Anthophila
630955,47221,30,,Apidae
47221,199939,27,,Apinae
199939,538883,25,,Bombini
538883,52775,20,,Bombus
52775,538903,15,,Bombus
538903,57516,10,19,Bombus terrestris
52775,538900,15,,Pyrobombus
538900,57689,10,37,Bombus vosnesenskii
538900,52779,10,461,Bombus bimaculatus
538900,118970,10,551,Bombus impatiens
538900,127905,10,643,Bombus ternarius
538900,128670,10,720,Bombus vagans
538900,154043,10,816,Bombus huntii
52775,538902,15,,Thoracobombus
538902,57690,10,38,Bombus sonorus
538902,1266534,11,,Bombus fervidus
1266534,52774,10,460,Bombus fervidus
538902,56887,10,958,Bombus pensylvanicus
52775,538890,15,,Cullumanobombus
538890,120215,10,711,Bombus griseocollis
199939,121514,25,,Eucerini
121514,52781,20,,Melissodes
52781,571345,15,,Melissodes
571345,567666,10,462,Melissodes bimaculatus
199939,538904,25,,Apini
538904,47220,20,,Apis
47220,578086,15,,Apis
578086,47219,10,769,Apis mellifera
47221,244505,27,,Xylocopinae
244505,574159,25,,Xylocopini
574159,51111,20,,Xylocopa
51111,557049,15,,Neoxylocopa
557049,244216,10,36,Xylocopa sonorina
51111,571260,15,,Xylocopoides
571260,51110,10,247,Xylocopa virginica
51111,571255,15,,Schonnherria
571255,133788,10,1010,Xylocopa micans
630955,52777,30,,Megachilidae
52777,314114,27,,Megachilinae
314114,541027,25,,Megachilini
541027,52784,20,,Megachile
52784,571089,15,,Callomegachile
571089,52785,10,703,Megachile sculpturalis
314114,504741,25,,Anthidiini
504741,57671,20,,Anthidium
57671,638430,15,,Anthidium
638430,62453,10,962,Anthidium manicatum
47222,48742,30,,Sphecidae
48742,334320,27,,Ammophilinae
334320,370786,25,,Ammophilini
370786,83951,20,,Ammophila
83951,129147,10,243,Ammophila procera
370786,119091,20,,Eremnophila
119091,119090,10,568,Eremnophila aureonotata
48742,470913,27,,Sceliphrinae
470913,471021,25,,Sceliphrini
471021,132335,20,,Chalybion
132335,133790,10,353,Chalybion californicum
471021,121822,20,,Sceliphron
121822,121821,10,881,Sceliphron caementarium
48742,465407,27,,Sphecinae
465407,518245,25,,Sphecini
518245,48739,20,,Sphex
48739,700734,15,,Sphex
700734,85362,10,447,Sphex ichneumoneus
700734,48738,10,964,Sphex pensylvanicus
47222,51955,30,,Crabronidae
51955,210928,27,,Bembicinae
210928,210927,25,,Bembicini
210927,574932,24,,Spheciina
574932,51956,20,,Sphecius
51956,51954,10,373,Sphecius speciosus
326777,48740,33,,Vespoidea
48740,52747,30,,Vespidae
52747,84738,27,,Vespinae
84738,52912,20,,Dolichovespula
52912,52911,10,35,Dolichovespula maculata
84738,61356,20,,Vespula
61356,126155,10,416,Vespula germanica
61356,233560,10,531,Vespula squamosa
61356,127777,10,626,Vespula vulgaris
61356,61355,10,952,Vespula pensylvanica
84738,54328,20,,Vespa
54328,54327,10,656,Vespa crabro
52747,343248,27,,Polistinae
343248,638567,25,,Polistini
638567,52756,20,,Polistes
52756,789375,15,,Polistes
789375,199179,10,323,Polistes chinensis
789375,84640,10,1013,Polistes dominula
52756,789379,15,,Fuscopolistes
789379,207615,10,375,Polistes apachus
789379,121792,10,513,Polistes carolina
789379,52757,10,665,Polistes fuscatus
789379,120010,10,672,Polistes metricus
52756,789380,15,,Aphanilopterus
789380,133791,10,1012,Polistes exclamans
343248,531700,25,,Epiponini
531700,154722,20,,Brachygastra
154722,154721,10,334,Brachygastra mellifica
52747,119344,27,,Eumeninae
119344,129692,20,,Eumenes
129692,1351722,15,,Eumenes
1351722,133765,10,344,Eumenes fraternus
119344,126216,20,,Monobia
126216,126215,10,429,Monobia quadridens
119344,127788,20,,Ancistrocerus
127788,318882,10,937,Ancistrocerus gazella
326777,1269340,33,,Formicoidea
1269340,47336,30,,Formicidae
47336,244834,27,,Formicinae
244834,334375,25,,Camponotini
334375,62781,20,,Camponotus
62781,519191,15,,Camponotus
519191,129902,10,131,Camponotus pennsylvanicus
244834,637574,25,,Oecophyllini
637574,52289,20,,Oecophylla
52289,117293,10,329,Oecophylla smaragdina
244834,637569,25,,Lasiini
637569,68146,20,,Prenolepis
68146,68142,10,330,Prenolepis imparis
47336,244394,27,,Dolichoderinae
244394,519188,25,,Leptomyrmecini
519188,68166,20,,Linepithema
68166,68165,10,333,Linepithema humile
244394,519189,25,,Tapinomini
519189,68995,20,,Liometopum
68995,68993,10,448,Liometopum occidentale
47336,69143,27,,Myrmicinae
69143,322028,25,,Attini
322028,891179,24,,Attina
891179,61284,20,,Atta
61284,151794,10,559,Atta texana
69143,469104,25,,Pogonomyrmecini
469104,69114,20,,Pogonomyrmex
69114,1340200,11,,Pogonomyrmex barbatus
1340200,194690,10,731,Pogonomyrmex barbatus
69143,469106,25,,Solenopsidini
469106,67597,20,,Solenopsis
67597,1373022,11,,Solenopsis saevissima
1373022,67598,10,821,Solenopsis invicta
47336,343353,27,,Pseudomyrmecinae
343353,69000,20,,Pseudomyrmex
69000,1418419,11,,Pseudomyrmex gracilis
1418419,300301,10,679,Pseudomyrmex gracilis
326777,1269342,33,,Pompiloidea
1269342,48511,30,,Mutillidae
48511,145374,27,,Sphaeropthalminae
145374,1124745,25,,Dasymutillini
1124745,48513,20,,Dasymutilla
48513,117221,10,318,Dasymutilla occidentalis
326777,1269344,33,,Scolioidea
1269344,51967,30,,Scoliidae
51967,519143,27,,Scoliinae
519143,62769,20,,Scolia
62769,1129479,10,684,Scolia dubia
124417,981280,35,,Proctotrupomorpha
981280,55593,33,,Cynipoidea
55593,55594,30,,Cynipidae
55594,471867,27,,Cynipinae
471867,205775,25,,Cynipini
205775,143875,20,,Amphibolips
143875,135271,10,535,Amphibolips confluenta
205775,1452334,20,,Feron
1452334,1508467,10,641,Feron crystallinum
1452334,1508477,10,682,Feron kingi
205775,55596,20,,Andricus
55596,55887,10,889,Andricus quercuscalifornicus
981280,342818,33,,Proctotrupoidea
342818,71006,30,,Pelecinidae
71006,70995,20,,Pelecinus
70995,70997,10,689,Pelecinus polyturator
47201,84643,37,,Symphyta
84643,49452,33,,Tenthredinoidea
49452,60628,30,,Tenthredinidae
60628,337329,27,,Nematinae
337329,551359,25,,Nematini
551359,334169,20,,Euura
334169,1354403,10,285,Euura californica
49452,53844,30,,Cimbicidae
53844,812597,27,,Cimbicinae
812597,62421,20,,Cimbex
62421,1028452,10,647,Cimbex americanus
84643,198946,33,,Siricoidea
198946,53256,30,,Siricidae
53256,1410343,27,,Tremicinae
1410343,63276,20,,Tremex
63276,63275,10,376,Tremex columba
184884,48112,40,,Mantodea
48112,1097011,37,,Eumantodea
1097011,1097013,35,,Schizomantodea
1097013,1097015,33,,Miomantoidea
1097015,1097041,30,,Miomantidae
1097041,570065,27,,Miomantinae
570065,207584,20,,Miomantis
207584,207583,10,32,Miomantis caffra
1097013,1097016,33,,Mantoidea
1097016,48111,30,,Mantidae
48111,570088,27,,Orthoderinae
570088,126825,20,,Orthodera
126825,394124,10,92,Orthodera novaezealandiae
48111,570063,27,,Mantinae
570063,56564,20,,Mantis
56564,53905,10,617,Mantis religiosa
48111,570070,27,,Stagmomantinae
570070,1097068,25,,Stagmomantini
1097068,82009,20,,Stagmomantis
82009,119989,10,669,Stagmomantis carolina
48111,1096984,27,,Tenoderinae
1096984,1097067,25,,Tenoderini
1097067,1097119,24,,Tenoderina
1097119,71035,20,,Tenodera
71035,71034,10,693,Tenodera sinensis
184884,47793,40,,Dermaptera
47793,713334,37,,Neodermaptera
713334,713335,35,,Epidermaptera
713335,949883,34.5,,Metadermaptera
949883,713340,33,,Anisolabidoidea
713340,245158,30,,Anisolabididae
245158,713398,27,,Anisolabidinae
713398,196421,20,,Euborellia
196421,196419,10,94,Euborellia annulipes
713335,949881,34.5,,Eteodermaptera
949881,713337,33,,Forficuloidea
713337,49528,30,,Forficulidae
49528,713354,27,,Forficulinae
713354,61525,20,,Forficula
61525,61524,11,,Forficula auricularia
61524,1470430,10,577,Forficula auricularia
184884,81769,40,,Blattodea
81769,129743,33,,Blattoidea
129743,709252,32,,Blattoidae
709252,82232,30,,Blattidae
82232,709237,27,,Blattinae
709237,82233,20,,Periplaneta
82233,82231,10,236,Periplaneta americana
81769,81770,33,,Blaberoidea
81770,84636,30,,Blaberidae
84636,544535,27,,Panchlorinae
544535,244908,20,,Panchlora
244908,244906,10,903,Panchlora nivea
81770,1425419,30,,Blattellidae
1425419,253246,20,,Pseudomops
253246,311163,10,1004,Pseudomops septentrionalis
184884,47198,40,,Phasmida
47198,569714,37,,Verophasmatodea
569714,569716,35,,Anareolatae
569716,47320,30,,Diapheromeridae
47320,497652,27,,Diapheromerinae
497652,504300,25,,Diapheromerini
504300,84287,20,,Diapheromera
84287,745843,15,,Diapheromera
745843,84286,10,297,Diapheromera femorata
504300,52767,20,,Megaphasma
52767,52766,10,455,Megaphasma denticrus
569714,569717,35,,Areolatae
569717,134120,33,,Pseudophasmatoidea
134120,134121,30,,Pseudophasmatidae
134121,536389,27,,Pseudophasmatinae
536389,520209,25,,Anisomorphini
520209,134122,20,,Anisomorpha
134122,134119,10,857,Anisomorpha buprestoides
184884,48763,40,,Neuroptera
48763,483236,37,,Hemerobiiformia
483236,52955,30,,Mantispidae
52955,474580,27,,Mantispinae
474580,133449,20,,Climaciella
133449,133448,10,299,Climaciella brunnea
184884,47864,40,,Megaloptera
47864,47863,30,,Corydalidae
47863,319152,27,,Corydalinae
319152,47865,20,,Corydalus
47865,126712,10,494,Corydalus cornutus
184884,49369,40,,Mecoptera
49369,51700,30,,Panorpidae
51700,1261125,27,,Panorpinae
1261125,51701,20,,Panorpa
51701,84332,10,794,Panorpa nuptialis
